X1,Provider.Type,Doctor Identifier,Number.of.Services,Number.of.Beneficiaries,Total.Submitted.Charge.Amount,Total.Allowed.Amount,Total.Payment.Amount,Total.Standardized.Payment.Amount,Number.of.Drug.Services,Total.Drug.Submitted.Charge.Amount,Total.Drug.Allowed.Amount,Total.Drug.Payment.Amount,Total.Drug.Standardized.Payment.Amount,Number.of.Medical.Services,Percent.Atrial.Fibrillation,Percent.Alzheimer.s.Disease.or.Dementia,Percent.Asthma,Percent.Cancer,Percent.Heart.Failure,Percent.Chronic.Kidney.Disease,Percent.Chronic.Obstructive.Pulmonary.Disease,Percent.Depression,Percent.Diabetes,Percent.Hyperlipidemia,Percent.Hypertension,Percent.Ischemic.Heart.Disease,Percent.Osteoporosis,Percent.Rheumatoid.Arthritis.or.Osteoarthritis,Percent.Schizophrenia.or.Other.Psychotic.Disorders,Percent.Stroke,Average.HCC.Risk.Score.of.Beneficiaries,Freq,Specialty.Category,Risk.x,Risk.y
2866,Critical Care (Intensivists),643906890,1436,936,538335,156824.8,121290.9,122055.34,0,0,0,0,0,1436,28,24,32,14,42,42,35,45,42,73,75,56,13,42,15,12,2.03,53,Emergency Medicine,0.489804586977115,0.513987984264798
2867,Critical Care (Intensivists),394700808,9436,672,652441.63,238749.96,179454.33,179321.86,7700,77e3,43582.9,33272.61,34416.01,1736,15,26,22,9,18,28,22,48,37,70,74,35,16,36,13,24,1.75,53,Emergency Medicine,0.612737192156681,0.605038281986576
2868,Critical Care (Intensivists),712688841,725,609,398455,90855.68,68277.5,67870.04,0,0,0,0,0,725,18,22,27,15,33,39,29,45,33,52,71,45,13,42,21,7,1.97,53,Emergency Medicine,0.432902426826904,0.462255103494634
2869,Critical Care (Intensivists),509547803,52,38,9976,3417.74,2547.14,2915.86,0,0,0,0,0,52,0.24,39,0.25,0.18,42,50,29,47,45,74,75,63,0.14,37,0.14,58,2.09,53,Emergency Medicine,0.494547528835743,0.504919117000687
2870,Critical Care (Intensivists),109367641,414,187,81304,39016.48,27499.85,25848.67,0,0,0,0,0,414,1.54,1.41,19,9,25,28,21,26,53,47,75,26,0.93,34,6,0.69,1.58,53,Emergency Medicine,0.392924788671204,0.424514101419264
2871,Critical Care (Intensivists),911370060,1017,578,153491,43556.33,33549.42,30461.23,0,0,0,0,0,1017,13,7,11,14,14,21,10,18,21,48,60,29,9,38,0.82,4,1.26,53,Emergency Medicine,0.398268965007124,0.407972999419541
2872,Critical Care (Intensivists),555768864,1439,335,195051.26,142453.74,108027.67,105395.57,0,0,0,0,0,1439,46,11,11,13,47,41,12,23,31,71,75,57,7,32,2.69,7,1.67,53,Emergency Medicine,0.462208582386956,0.456468298146858
2873,Critical Care (Intensivists),750118093,765,430,173561,63685.64,48278.32,46612.78,0,0,0,0,0,765,30,16,24,15,56,57,30,30,50,65,75,68,10,34,8,15,2.28,53,Emergency Medicine,0.474276745414698,0.473464973899679
2874,Critical Care (Intensivists),244315788,56,21,14936,3748.15,2938.66,3045.39,0,0,0,0,0,56,0.13,0.13,0.13,0.1,0.2,67,0.15,57,0.24,57,62,0.28,0.08,0.31,0.07,0.06,2.7,53,Emergency Medicine,0.448436198855174,0.447407035025444
2875,Critical Care (Intensivists),419907715,1220,560,241017,118910.12,91966.16,92172.36,0,0,0,0,0,1220,27,29,29,13,54,59,32,48,46,73,75,64,13,44,11,15,2.73,53,Emergency Medicine,0.497440554597968,0.505070916437805
2876,Critical Care (Intensivists),903437674,193,67,46725,15673.67,12307.17,11783.69,0,0,0,0,0,193,0.45,0.4,0.44,0.38,21,18,0.5,16,19,22,57,28,18,33,0,0.2,0.97,53,Emergency Medicine,0.407684088330004,0.420319036475823
2877,Critical Care (Intensivists),278959447,120,46,36661,11953.91,9420.57,8882.01,16,2004,1688.54,1654.26,1654.26,104,0.76,0.56,0.72,0.69,0.9,1.4,0.79,26,1.62,41,54,1.72,0.56,41,0.24,0.27,0.98,53,Emergency Medicine,0.414327824567435,0.441873433422437
2878,Critical Care (Intensivists),396636093,497,285,189480,62264.11,45915.07,45007.13,0,0,0,0,0,497,12,11,9,13,23,31,10,32,42,51,61,36,34,34,6,6,1.73,53,Emergency Medicine,0.405456402911755,0.421335356317623
2879,Critical Care (Intensivists),921391987,471,288,69232.58,22383.72,16717.3,18174.48,86,343.8,171.16,134.27,134.27,385,10,4,15,9,9,20,9,11,30,74,73,20,12,75,0.81,0.69,1,53,Emergency Medicine,0.414704854864529,0.427952435166235
2880,Critical Care (Intensivists),934354770,46,13,6532,2864.36,1834.16,1847.46,0,0,0,0,0,46,0,0,0.14,0,0,0.26,0.16,0.28,0.25,0.45,0.54,0,0.08,0.33,0.07,0,1.2,53,Emergency Medicine,0.449907091867922,0.457865169586416
2881,Critical Care (Intensivists),641973177,155,93,15503,9972.42,7421.66,8619.96,0,0,0,0,0,155,0.7,13,0.72,31,12,20,0.84,30,28,55,60,19,13,25,0.44,0.33,1.82,53,Emergency Medicine,0.405585828188431,0.442536704290229
2882,Critical Care (Intensivists),758758401,99,37,28926,9911.85,7590.75,7858.54,0,0,0,0,0,99,0.34,0.37,0.35,0.26,0.53,43,0.41,46,30,57,75,30,0,35,0,0,2.99,53,Emergency Medicine,0.411440043584818,0.425738234217665
2883,Critical Care (Intensivists),688355062,5752,2727,758690,618363.43,434184.46,419238.44,0,0,0,0,0,5752,12,7,11,10,12,20,13,19,38,67,72,27,8,37,3,5,1.16,53,Emergency Medicine,0.522284284481522,0.559067055023229
2884,Critical Care (Intensivists),419804400,3514,297,580542,186358.38,137107.66,132498.28,2501,40216,14159.48,9313.4,9313.4,1013,12,11,28,12,26,30,29,36,37,56,68,42,15,44,4,7,1.93,53,Emergency Medicine,0.5459256814055,0.532176385511029
2885,Critical Care (Intensivists),742150709,1428,1206,643727.38,171984.61,125694.04,126110.45,41,1178.38,354.08,279.93,279.93,1387,21,15,20,15,26,32,21,39,28,59,75,41,12,44,12,10,1.61,53,Emergency Medicine,0.450894940969897,0.468899011614965
2886,Critical Care (Intensivists),333888034,859,175,242644.09,94862.88,70943.68,67950.9,57,8012,4303.69,4213.46,4213.46,802,21,62,22,13,42,54,22,39,47,45,75,46,15,47,13,13,2.22,53,Emergency Medicine,0.492033318038067,0.497255500757989
2887,Critical Care (Intensivists),527371901,1666,79,72845,49012.1,37514.78,34226.72,0,0,0,0,0,1666,1.1,1,1.02,18,1.57,2.08,1.17,32,2.11,33,43,2.48,0.68,46,0,0.49,0.85,53,Emergency Medicine,0.42397068779561,0.47247975172879503
2888,Critical Care (Intensivists),239981258,392,342,356523.6,44594.95,34408.17,34727.97,0,0,0,0,0,392,21,13,17,15,24,32,25,35,37,69,75,43,8,46,4,5,1.62,53,Emergency Medicine,0.406699008470283,0.417560581190851
2889,Critical Care (Intensivists),133461065,143,68,35579.28,18876.4,14583.26,14394.47,0,0,0,0,0,143,16,0.66,38,0.51,35,46,49,41,43,44,68,38,0.38,37,0.36,0.3,2.25,53,Emergency Medicine,0.446712068827655,0.46114510600145
2890,Critical Care (Intensivists),186309249,48,34,5660,3298.06,2453.46,2498.28,0,0,0,0,0,48,0.21,0,32,0.16,0.31,0.4,0.24,71,0.39,0.71,32,0.46,0,32,0.11,0.1,1.31,53,Emergency Medicine,0.465250302778185,0.455408309022197
2891,Critical Care (Intensivists),941076154,335,227,17490,9633.06,6707.29,7181.82,0,0,0,0,0,335,9,11,5,9,11,12,6,25,16,28,44,21,8,38,0.52,0.49,0.94,53,Emergency Medicine,0.402322597040501,0.411636827539687
2892,Critical Care (Intensivists),516209302,277,185,123565,43696.57,33275.07,32846.83,0,0,0,0,0,277,11,7,17,11,18,36,13,35,37,38,72,29,0.81,28,9,0.63,2.02,53,Emergency Medicine,0.389945660765791,0.408365932129924
2893,Critical Care (Intensivists),789794612,87,76,14205,11299,6750.18,6399.62,0,0,0,0,0,87,0.68,0.64,0.68,0.55,1,17,0.77,37,36,47,59,22,0.41,38,0.34,0.31,1.19,53,Emergency Medicine,0.376916719038882,0.402258740566031
2894,Critical Care (Intensivists),240316603,829,97,116295,70429.71,52825.1,62484.65,0,0,0,0,0,829,3.02,4.04,13,1.84,4.97,11,3.89,75,21,62,47,23,1.64,45,11,1.52,1.16,53,Emergency Medicine,0.423359423530087,0.449059778775782
2895,Critical Care (Intensivists),133347855,231,17,11985.41,9573.24,6887.68,6780.34,0,0,0,0,0,231,0.33,0.35,0,0.25,0.5,0.63,0,0.7,0.62,1.1,75,0.72,0.19,65,0.19,0,0.85,53,Emergency Medicine,0.448090888227176,0.441229538108363
2896,Critical Care (Intensivists),847191460,1163,479,377714,109704.07,82307.22,94987.65,0,0,0,0,0,1163,10,8,24,8,11,21,19,47,32,65,67,29,15,45,6,5,1.41,53,Emergency Medicine,0.416104146784201,0.44890175620077
2897,Critical Care (Intensivists),839668549,11,11,9900,1250.25,941.41,823.85,0,0,0,0,0,11,0,0,0.02,0,0,0.04,0,0.03,0.05,0.1,0.11,0.06,0.02,0.07,0,0.01,0.78,53,Emergency Medicine,0.44970349520776,0.476273260772068
2898,Critical Care (Intensivists),524632243,452,17,54310,29158,21919.72,21737.59,0,0,0,0,0,452,0.75,0.84,0.75,0.56,0,1.45,0.88,75,1.4,2.47,2.89,0,0.43,1.77,0.48,0,1.01,53,Emergency Medicine,0.465966518307039,0.461378718886399
2899,Critical Care (Intensivists),192734064,5363,602,746246,284782.5,212883.16,198896.63,374,35910,12088.87,9476.46,9476.46,4989,15,8,6,29,20,29,8,16,30,53,67,39,4,35,3,3,1.38,53,Emergency Medicine,0.569714783266518,0.563302452595739
2900,Critical Care (Intensivists),304867669,989,395,145462,24347.4,18237.46,21444.7,0,0,0,0,0,989,22,16,19,10,33,42,18,36,45,55,72,43,9,45,6,6,2.47,53,Emergency Medicine,0.419627342663494,0.458358127433101
2901,Critical Care (Intensivists),442321418,1057,302,344e3,162090.53,120931.35,113355.93,0,0,0,0,0,1057,5,4,24,5,14,22,14,44,31,60,67,23,11,75,4,1.95,1.46,53,Emergency Medicine,0.432427852229208,0.432210930862059
2902,Critical Care (Intensivists),256092856,757,256,196287,53888.42,43780.9,43891.39,0,0,0,0,0,757,4,1.42,13,5,2.2,7,5,25,19,59,52,11,11,37,0.79,0.68,0.78,53,Emergency Medicine,0.391323826282553,0.425601419804459
2903,Critical Care (Intensivists),382640288,2871,413,344535.9,212908.77,155936.72,152968.88,319,27906.9,24120.5,23481.59,23481.59,2552,13,12,11,10,20,28,15,25,21,54,65,30,8,39,3,3,1.3,53,Emergency Medicine,0.529857956143964,0.506767102938961
2904,Critical Care (Intensivists),827933174,352,30,15850,11239.77,8394.92,8327.39,0,0,0,0,0,352,0,0.4,0.38,0.29,0.57,0.73,0.44,0.8,0.71,57,63,0.83,0.22,63,0,0.18,0.74,53,Emergency Medicine,0.423867211565106,0.428349801980513
2905,Critical Care (Intensivists),965720864,64,12,8231,4448.66,3307.98,3273.02,0,0,0,0,0,64,0,0,0.15,0.12,0.23,0.29,0.17,0.32,0.28,0.51,0.59,0.33,0.09,0.36,0.09,0,1.05,53,Emergency Medicine,0.446055616787315,0.456066659111177
2906,Critical Care (Intensivists),232207951,97,81,4473,1076.53,881.94,868,0,0,0,0,0,97,15,0.21,0.28,14,0.39,15,0.31,22,17,52,56,26,0.18,37,0.11,0.12,1.03,53,Emergency Medicine,0.388590339579999,0.407619572840805
2907,Critical Care (Intensivists),348054435,160,80,25341,9310.96,7389.64,8335.6,15,1806,939.58,920.51,920.51,145,0.77,0.72,0.77,0.6,23,19,19,31,26,53,54,34,0.5,39,0.39,0.32,1.4,53,Emergency Medicine,0.404238290021916,0.421150700195464
2908,Critical Care (Intensivists),844279774,296,78,119325,34867.92,26463.09,25458.4,0,0,0,0,0,296,0.76,22,22,0.63,17,24,19,75,22,47,58,29,0.46,44,35,0.35,1.87,53,Emergency Medicine,0.437921709780911,0.45667442565792
2909,Critical Care (Intensivists),751448840,1325,360,328122,135826.6,105961.12,102318.56,0,0,0,0,0,1325,19,39,26,12,48,62,29,69,49,62,75,58,11,37,42,12,3.79,53,Emergency Medicine,0.493945804076859,0.515725905839117
2910,CRNA,611853327,100,80,19658,9608.22,6952.8,7185.8,0,0,0,0,0,100,0.52,18,33,0.4,16,25,23,75,40,53,61,30,0.31,24,61,0.24,1.68,453,Anesthesiology,0.470967229454973,0.471905590910359
2911,CRNA,817004894,288,246,354675,55487.21,42213.99,43199.69,0,0,0,0,0,288,16,14,22,21,23,38,18,39,33,57,75,35,12,46,7,6,1.88,453,Anesthesiology,0.383811936000291,0.427623544985416
2912,CRNA,786697533,505,215,673363.75,140057.79,108876.42,106235.79,0,0,0,0,0,505,17,20,15,13,32,38,23,45,33,59,75,47,23,50,12,8,2.07,453,Anesthesiology,0.431116366296827,0.460568347870145
2913,CRNA,309273028,30,13,36361,11171.46,8758.45,8564.38,0,0,0,0,0,30,0.22,0.22,0.22,0.17,0.33,0.42,0,0.46,0.4,0.72,0.84,0.48,0.13,0.52,0.12,0.1,1.01,453,Anesthesiology,0.442798440758131,0.450543092128739
2914,CRNA,865261294,1405,1259,1254796,125312.12,98010.55,97274.43,0,0,0,0,0,1405,12,7,9,13,12,20,11,17,25,55,65,30,9,36,2,3,1.17,453,Anesthesiology,0.425399884280734,0.450768817407208
2915,CRNA,697623334,832,316,76123,23935.66,18541.94,18034.78,0,0,0,0,0,832,10,9,16,11,12,21,11,25,32,65,72,31,10,45,6,9,1.14,453,Anesthesiology,0.390925866307757,0.401905167583902
2916,CRNA,790673142,123,12,20100,10010.6,7727.12,7661.66,0,0,0,0,0,123,0,0.29,0.26,0.2,0.4,0,0.31,75,0.49,0.88,1.03,0.58,0.15,0.63,0,0,0.79,453,Anesthesiology,0.467072483988575,0.455342949738331
2917,CRNA,675506919,417,130,74764,35715.98,26842.83,26651.16,0,0,0,0,0,417,8,1.31,8,11,22,38,8,22,22,50,62,28,9,24,0.72,0.6,3.26,453,Anesthesiology,0.403932956471235,0.409374344516799
2918,CRNA,601283260,264,113,10641.69,10057.45,9856.54,10447.88,132,7309.46,7294.09,7147.88,7147.88,132,10,1.81,2.38,13,11,11,2.59,12,21,44,51,28,1.91,27,0.77,0.82,1.02,453,Anesthesiology,0.458969955778768,0.48103722504877
2919,CRNA,731436375,17,14,4820,1943.87,1523.95,1562.24,0,0,0,0,0,17,0.09,0.09,0.09,0.07,0.14,0.18,0.11,0.19,0.17,0.31,0.36,0.2,0.06,0.22,0.05,0.04,2.02,453,Anesthesiology,0.460406572805576,0.456605693027632
2920,CRNA,137431198,37,35,5930,2113.62,1586.01,1996.96,0,0,0,0,0,37,0.2,31,0.21,0.15,0.31,0.4,0.25,57,31,49,75,51,0.12,51,0.12,37,1.38,453,Anesthesiology,0.446556485832632,0.475446871072405
2921,CRNA,989525278,228,61,41407,17639.47,13829.1,15805.48,0,0,0,0,0,228,26,69,20,0.47,48,52,31,57,28,59,75,44,0.4,48,21,21,2.02,453,Anesthesiology,0.482963908450639,0.507361066596635
2922,CRNA,245959604,172,1159,1108383.02,518540.38,402468.87,399549.54,0,0,0,0,0,172,16,15,22,31,28,48,21,32,31,69,75,47,0.4,38,0.37,0.31,1.89,453,Anesthesiology,0.50835150996712,0.532852755872544
2923,CRNA,599862639,414,89,70311,34448.82,24367.62,24520.92,0,0,0,0,0,414,1.26,1.34,18,0.96,1.92,15,1.48,75,21,39,53,18,0.74,37,17,0,1.25,453,Anesthesiology,0.419271273829163,0.435736924918695
2924,CRNA,402201892,272,245,256170,54954.65,40478,40786.99,0,0,0,0,0,272,15,7,15,11,18,20,21,32,31,44,63,31,6,36,9,0.73,1.32,453,Anesthesiology,0.382796723886648,0.403658690572212
2925,CRNA,313175589,100,33,31820,9253.03,7254.3,6983.71,0,0,0,0,0,100,33,0.2,0.22,0.19,45,67,0.26,45,36,33,75,64,0.14,45,0.11,0.1,2.07,453,Anesthesiology,0.462897370089761,0.455543118192225
2926,CRNA,987414489,43,33,120894,18970.15,14786.86,14673,0,0,0,0,0,43,0.13,0.11,0.14,0.11,0.2,48,0.16,36,0.23,52,64,36,0.08,52,0,0.06,2.27,453,Anesthesiology,0.429444263065071,0.426903963673355
2927,CRNA,899012420,95,44,46244,11417.38,8863.04,9535.82,0,0,0,0,0,95,32,30,25,0.25,45,57,30,48,34,66,75,52,0.2,43,0.24,75,2.09,453,Anesthesiology,0.481358781505898,0.506888258610933
2928,CRNA,552514201,387,213,211957,42856.71,33328.36,32716.35,0,0,0,0,0,387,14,18,15,15,20,33,17,75,24,53,68,31,12,37,34,6,1.74,453,Anesthesiology,0.422980817760938,0.440876183492041
2929,CRNA,811876261,112,33,20534,7450.37,5760.69,5575.39,0,0,0,0,0,112,33,39,0.23,0.19,58,58,0.26,52,45,64,75,64,0.14,55,0.12,0.11,2.3,453,Anesthesiology,0.490747414959049,0.485336978854979
2930,CRNA,123774075,96,93,45702,14763.05,11459.01,13409.79,0,0,0,0,0,96,27,37,25,15,53,65,33,57,39,66,75,56,16,52,16,15,2.74,453,Anesthesiology,0.484780887268081,0.522277243013289
2931,CRNA,194238359,38,16,13316,3222.34,2526.23,2894.07,0,0,0,0,0,38,0.12,0.15,0.13,0.08,0.2,0.24,0.16,0.29,0,0.37,0.44,0.26,0.07,0.27,0.09,0,1.51,453,Anesthesiology,0.453203636393902,0.458342254299469
2932,CRNA,983967940,340,150,11803.15,11776.3,11540.99,13795.54,170,9803.61,9782.96,9586.98,9586.98,170,11,2.66,11,9,13,17,12,14,26,63,69,27,11,31,1.19,1.17,0.93,453,Anesthesiology,0.461575277025093,0.477861190084239
2933,CRNA,473260364,130,25,26900,13843.84,10188.03,11311.65,0,0,0,0,0,130,0.54,0.67,0.57,0.36,0.87,1.07,0.68,75,0.99,44,44,1.15,0.3,1.22,0.4,0,1.34,453,Anesthesiology,0.432553671085006,0.431107747846397
2934,CRNA,891040815,379,187,43336,41238.62,26744.91,26788.62,0,0,0,0,0,379,2.15,2.19,17,1.65,7,14,17,71,24,45,47,14,1.27,19,43,0.99,1.35,453,Anesthesiology,0.447958972808386,0.447499698115218
2935,CRNA,958638858,1057,626,500755,166039.3,133486.49,136097.84,0,0,0,0,0,1057,14,7,14,15,17,24,14,24,25,59,61,30,8,33,5,3,1.2,453,Anesthesiology,0.418364796824992,0.440934582906651
2936,CRNA,811707976,705,232,136650,46515.1,35271.41,34956.62,84,6041,3208.53,3117.59,3117.59,621,7,10,14,10,12,25,13,33,32,74,72,22,14,41,1.06,1,1.13,453,Anesthesiology,0.416698894953656,0.429587282935379
2937,CRNA,546903019,983,92,54425,29380.24,21261.23,20958.66,0,0,0,0,0,983,1,0,13,0.78,1.5,14,1.15,21,25,51,45,20,0.6,41,0.56,0.46,0.95,453,Anesthesiology,0.384517360979378,0.41311286125487
2938,CRNA,675361244,672,217,87985,28216.3,19405.14,23144.03,26,1260,1105.21,1036.06,1036.06,646,12,6,13,12,15,23,12,25,20,54,60,29,6,35,1.2,0.89,1.01,453,Anesthesiology,0.388033388998779,0.427891377282106
2939,CRNA,798221878,155,137,22240,21348.2,14133.93,13951.05,0,0,0,0,0,155,8,1.19,14,0.96,9,23,13,23,22,42,58,20,9,31,0.65,0.56,1.18,453,Anesthesiology,0.386229433620797,0.398101707983172
2940,CRNA,480644825,328,245,93370,20956.8,14262.03,13163.17,0,0,0,0,0,328,10,0.85,14,11,17,25,9,30,24,43,62,29,13,37,0.41,4,1.3,453,Anesthesiology,0.387723903977052,0.404668515518207
2941,CRNA,625767999,1261,126,54384.05,54023.86,38985.3,38514.77,0,0,0,0,0,1261,13,2.15,2.03,10,15,21,2.35,17,22,50,58,21,10,75,1.19,0.94,1.06,453,Anesthesiology,0.406485168719325,0.415520617986667
2942,CRNA,819379434,2066,975,192819.91,164069.8,122239.84,116073.1,78,2355,648.95,625.29,625.29,1988,20,22,11,13,28,33,18,29,34,54,70,40,6,39,7,9,1.68,453,Anesthesiology,0.461275938797645,0.462140128248951
2943,CRNA,425795967,245,67,68838,20008.97,15594.79,15068.48,0,0,0,0,0,245,22,16,0.46,0.38,55,75,0.52,37,57,73,75,73,16,37,0.23,0.21,5.35,453,Anesthesiology,0.500999920182097,0.491788266852534
2944,CRNA,193168963,556,193,86855,34796.6,25429.91,27437.19,0,0,0,0,0,556,14,9,12,12,14,19,9,23,26,51,59,24,10,35,1.02,0.78,1.23,453,Anesthesiology,0.37853364923947,0.400800082305256
2945,CRNA,249349090,170,67,217720,56325.72,43400.18,42700.17,0,0,0,0,0,170,0.99,1.02,1.01,39,1.52,25,1.17,31,21,43,57,24,24,37,0.57,0.47,1.49,453,Anesthesiology,0.424089480407074,0.455260489190244
2946,CRNA,254583651,296,134,9203.52,9153.19,8970.11,9815.62,148,6863.19,6812.86,6676.3,6676.3,148,10,1.82,22,12,2.8,19,14,23,19,44,57,21,1.86,28,0.79,0.82,0.99,453,Anesthesiology,0.445977962441683,0.471822794698965
2947,CRNA,493973538,328,204,65092,30741.48,22352,22008.14,17,477,105.16,91.76,91.76,311,8,5,15,11,13,18,15,25,16,52,59,20,12,43,0.76,0.68,0.93,453,Anesthesiology,0.389543220381345,0.40972081284315
2948,CRNA,759751160,384,171,14837.08,13844.3,13566.73,14796.27,192,11193.48,10200.7,9996.27,9996.27,192,11,2.64,8,9,9,15,8,12,19,46,57,29,11,30,1.14,1.19,0.87,453,Anesthesiology,0.471311440245611,0.490435914763455
2949,CRNA,286381474,172,60,20095,13459.88,7589.89,7625.43,0,0,0,0,0,172,0.76,0.78,0.77,0.59,1.14,20,25,75,22,37,37,1.67,0.46,23,32,0.35,1.49,453,Anesthesiology,0.45902065034053,0.469412869380754
2950,CRNA,453997163,55,27,5620,2536.85,2486.15,3058.55,0,0,0,0,0,55,0.16,0.19,0.17,0.1,0.25,0.31,0.2,48,0.28,0.48,48,0.33,0,48,0.12,0.08,1.61,453,Anesthesiology,0.439374861520166,0.445454124272269
2951,CRNA,708621327,359,341,183593.2,36328.17,28495.67,28818.56,0,0,0,0,0,359,13,12,19,12,20,30,28,31,39,69,75,39,9,47,5,5,1.51,453,Anesthesiology,0.398701959425416,0.419657890148439
2952,CRNA,716050342,592,161,73555,53671.32,41434.29,40811.27,92,11250,10822.51,10578.68,10578.68,500,14,9,8,9,21,15,13,12,31,45,50,27,3.41,24,1.73,1.69,1.03,453,Anesthesiology,0.491426305248404,0.475379354530424
2953,CRNA,897762982,175,86,40823,14885.04,10943.54,11076.15,0,0,0,0,0,175,0.65,0.63,15,0,16,26,0.75,33,37,29,45,20,0.39,17,0.35,0.3,1.54,453,Anesthesiology,0.39678301139177,0.407879640603291
2954,CRNA,692682470,406,108,25487,11098.55,8991.59,8911.91,50,7259,6192.26,6066.11,6066.11,356,2.18,1.55,2.06,10,2.42,16,2.23,16,25,31,53,20,1.66,21,0.64,0.71,1.03,453,Anesthesiology,0.443863213472792,0.469209585589645
2955,CRNA,724069983,496,367,96505,39269.26,29929.95,35271.33,0,0,0,0,0,496,24,26,22,11,32,42,23,41,38,66,75,41,15,58,10,37,1.68,453,Anesthesiology,0.438863695591825,0.478788121816588
2956,CRNA,297282375,580,141,96227,34679.61,27036.63,30263.19,21,2258,1130.81,1108.16,1108.16,559,1.68,1.85,13,9,10,30,9,29,37,62,62,19,10,26,9,0.76,1.01,453,Anesthesiology,0.404735563212976,0.423659461255058
2957,CRNA,869361913,146,57,79553,28473.55,22323.6,22336.74,0,0,0,0,0,146,44,23,30,19,74,74,61,35,60,74,75,51,0.42,35,0.44,0.34,2.86,453,Anesthesiology,0.498746330305445,0.527930703988918
2958,CRNA,452707822,1919,680,328844,77118.68,59432.8,52586.61,0,0,0,0,0,1919,13,7,12,19,13,22,10,24,19,46,60,31,10,37,3,5,1.09,453,Anesthesiology,0.417434981629753,0.436670803753723
2959,CRNA,857386760,61,48,23488,6581.47,5019.47,4959.97,0,0,0,0,0,61,0,0.22,0.24,0.19,0.35,0.46,0.27,42,27,25,54,0.53,0.15,35,0.12,0,1.15,453,Anesthesiology,0.400273057597273,0.40380243527802
2960,CRNA,664317240,724,254,370452,134382.29,105055.5,103212.24,0,0,0,0,0,724,39,27,26,16,65,75,42,46,46,66,75,64,10,37,13,27,2.89,453,Anesthesiology,0.505593705387587,0.521542773002187
2961,CRNA,791051198,1236,327,145736,87587.87,66791.06,77593.61,0,0,0,0,0,1236,19,63,20,9,39,35,30,58,45,52,75,34,13,41,50,11,2.21,453,Anesthesiology,0.457263675669308,0.503478045231162
2962,CRNA,372788919,20,18,2190.69,2070.71,1421.8,1538.44,0,0,0,0,0,20,0,0,0.15,0,0.22,0.28,0.17,0.31,0.27,0.48,0.56,0.31,0,0.34,0.08,0.07,1.35,453,Anesthesiology,0.448406617802884,0.455672508484427
2963,CRNA,348563470,682,392,171527,47691.11,37090.29,41551.48,0,0,0,0,0,682,22,12,19,15,35,44,26,33,55,75,75,59,7,36,7,12,2.82,453,Anesthesiology,0.44201047995687,0.471490585816652
2964,CRNA,452882654,120,21,22509,7359.53,5735.31,5698.59,0,0,0,0,0,120,0,0.2,0.19,0,0.29,0.37,0.22,0.4,0.36,57,62,0.42,0,0.46,75,0.09,1.38,453,Anesthesiology,0.462465915845748,0.429527625711415
2965,CRNA,693439713,267,104,27058.11,10707.35,7746.89,7512.6,58,668.86,71.09,55.72,55.72,209,20,0.53,18,16,22,26,13,31,28,58,70,26,12,49,0.27,0.27,1.32,453,Anesthesiology,0.397223142321377,0.418119481162195
2966,CRNA,895012152,90,74,32561,10379.35,8137.34,8457.24,0,0,0,0,0,90,0.44,0.44,0.45,0.34,0.67,24,0.52,16,34,57,68,32,0.26,36,0.25,0.21,1.18,453,Anesthesiology,0.381382267680867,0.399797007688806
2967,CRNA,592264170,2035,900,646671,272287.59,209732.88,209538.26,0,0,0,0,0,2035,34,26,29,18,49,52,40,44,44,75,75,66,13,47,12,18,2.27,453,Anesthesiology,0.546466993946203,0.564888367404494
2968,CRNA,735196859,164,149,24500,22764.76,14123.35,13584.09,0,0,0,0,0,164,14,23,8,9,16,17,1.56,24,28,41,66,23,11,30,14,0.62,1.19,453,Anesthesiology,0.403082392748436,0.426274982036077
2969,CRNA,450551912,15,12,20250,4349.72,3374.03,3388.03,0,0,0,0,0,15,0.09,0.09,0.09,0.07,0.13,0.17,0.1,0.19,0.16,0.29,0.34,0.19,0.05,0.21,0,0,1.63,453,Anesthesiology,0.451763072938016,0.452661729113053
2970,CRNA,636048726,875,148,622206,105492.23,82521.48,81957.91,0,0,0,0,0,875,20,40,10,12,30,42,16,66,32,63,75,42,21,50,34,0.36,1.81,453,Anesthesiology,0.464380685022591,0.510762093846803
2971,CRNA,666411418,448,232,174299,50312.52,35244.39,33259.37,0,0,0,0,0,448,6,9,14,6,11,21,8,28,32,38,60,24,13,41,6,0.73,1.23,453,Anesthesiology,0.38686576133434,0.402803858482141
2972,CRNA,718118885,214,160,52417,15109.38,11810.75,11520.73,0,0,0,0,0,214,56,12,14,15,60,47,19,38,34,66,75,71,9,36,0.33,19,2.01,453,Anesthesiology,0.466980995592742,0.467952609781062
2973,CRNA,805334257,301,173,15206.12,14362.86,11090.86,12083.22,99,4706.12,4572.05,4310.92,4310.92,202,9,1.71,8,16,2.62,12,2.25,13,17,45,50,17,7,27,0.83,0.79,0.73,453,Anesthesiology,0.442455658398329,0.463788840926702
