Doctor Identifier,Provider Type,Number of Services,Number of Beneficiaries,Total Submitted Charge Amount,Total Allowed Amount,Total Payment Amount,Total Standardized Payment Amount,Number of Drug Services,Total Drug Submitted Charge Amount,Total Drug Allowed Amount ,Total Drug Payment Amount ,Total Drug Standardized Payment Amount,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimer’s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
125907404,Neurology,56,28,6680.0,5007.5,3219.37,3034.71,0,0.0,0.0,0.0,0.0,56,0.26,0.0,0.26,0.21,0.38,0.5,0.0,0.52,0.49,0.91,1.07,0.58,0.16,0.65,0.0,0.12,0.7
752806155,Optometry,349,269,104934.0,29140.06,21910.18,26236.0,0,0.0,0.0,0.0,0.0,349,9.0,14.0,28.0,10.0,15.0,29.0,25.0,59.0,31.0,50.0,61.0,23.0,6.0,33.0,29.0,9.0,1.84
549924912,Internal Medicine,320,151,9567.4,9520.2,9329.78,10307.8,160,6838.1,6790.9,6654.66,6654.66,160,10.0,1.9,2.45,10.0,9.0,17.0,2.68,17.0,17.0,45.0,56.0,19.0,1.91,26.0,0.83,0.87,0.89
289953693,Family Practice,108,35,8701.59,8692.42,5799.7,5984.56,0,0.0,0.0,0.0,0.0,108,0.45,40.0,0.45,0.0,0.68,0.86,0.52,51.0,0.83,31.0,34.0,0.97,0.26,1.07,0.27,0.21,2.21
982511962,Psychiatry,352,166,9732.24,9690.94,9497.1,10581.47,176,6750.92,6709.62,6575.04,6575.04,176,7.0,1.93,8.0,10.0,7.0,18.0,7.0,25.0,16.0,49.0,51.0,15.0,10.0,27.0,0.86,0.88,0.95
908987005,Cardiology,1487,529,172609.75,170903.25,131707.36,130179.3,0,0.0,0.0,0.0,0.0,1487,30.0,29.0,33.0,16.0,43.0,60.0,44.0,35.0,52.0,75.0,75.0,61.0,9.0,48.0,6.0,20.0,2.57
921299183,Internal Medicine,225,30,24005.0,20333.92,14916.67,14474.94,0,0.0,0.0,0.0,0.0,225,0.0,0.0,0.65,0.51,0.99,1.27,0.76,75.0,1.23,2.21,2.6,1.44,0.0,1.58,43.0,0.0,0.99
828983588,Emergency Medicine,836,261,342437.0,113616.62,83404.23,83395.08,0,0.0,0.0,0.0,0.0,836,11.0,6.0,10.0,5.0,48.0,75.0,11.0,28.0,69.0,68.0,75.0,56.0,10.0,21.0,5.0,4.0,5.31
324672452,Mass Immunization Roster Biller,139,65,44567.0,12935.42,10074.57,9420.3,0,0.0,0.0,0.0,0.0,139,0.36,0.29,29.0,18.0,0.51,20.0,0.39,40.0,25.0,45.0,58.0,23.0,0.22,54.0,0.14,0.16,1.45
450781386,Psychiatry,628,102,1081644.6,857960.69,650600.2,593914.38,0,0.0,0.0,0.0,0.0,628,0.8,0.7,0.76,0.68,1.14,24.0,0.86,17.0,25.0,51.0,61.0,18.0,13.0,59.0,0.35,0.35,3.8
889821822,Physical Medicine and Rehabilitation,317,108,26092.0,22556.68,15676.2,15111.02,0,0.0,0.0,0.0,0.0,317,0.99,0.97,16.0,0.78,19.0,23.0,10.0,29.0,36.0,23.0,57.0,17.0,0.59,20.0,0.52,0.45,1.38
639203807,Licensed Clinical Social Worker,708,314,172765.0,60026.9,44116.01,42899.26,0,0.0,0.0,0.0,0.0,708,14.0,5.0,15.0,9.0,17.0,30.0,12.0,33.0,27.0,41.0,61.0,26.0,14.0,70.0,4.0,5.0,1.59
331711525,Obstetrics/Gynecology,276,210,213292.0,21400.73,16340.25,19355.1,0,0.0,0.0,0.0,0.0,276,6.0,8.0,24.0,6.0,10.0,19.0,17.0,44.0,28.0,46.0,50.0,20.0,0.3,38.0,8.0,0.26,1.25
106653430,Dermatology,33,20,7112.0,1974.4,1403.94,1384.56,0,0.0,0.0,0.0,0.0,33,0.11,0.09,0.11,0.09,0.15,0.2,0.12,0.21,0.2,0.37,0.43,0.24,0.07,0.26,0.0,0.0,1.0
491891820,Hematology/Oncology,603,191,436168.0,134470.41,102686.78,98592.37,0,0.0,0.0,0.0,0.0,603,13.0,8.0,12.0,12.0,18.0,31.0,14.0,25.0,32.0,42.0,66.0,37.0,1.59,32.0,1.4,1.24,1.58
234551961,Mass Immunization Roster Biller,605,566,367324.0,119824.94,92448.36,91944.01,0,0.0,0.0,0.0,0.0,605,31.0,26.0,25.0,18.0,40.0,48.0,35.0,45.0,38.0,67.0,75.0,57.0,12.0,40.0,16.0,13.0,2.06
651715888,Surgical Oncology,2046,518,125166.0,103111.98,73525.02,68787.7,0,0.0,0.0,0.0,0.0,2046,16.0,24.0,13.0,13.0,24.0,31.0,20.0,31.0,35.0,56.0,73.0,37.0,11.0,44.0,9.0,7.0,1.59
686772637,Physical Therapist,922,405,63080.0,44873.5,33144.89,30947.66,0,0.0,0.0,0.0,0.0,922,20.0,75.0,15.0,9.0,40.0,36.0,21.0,62.0,29.0,55.0,75.0,48.0,22.0,45.0,29.0,12.0,1.91
863624162,Physician Assistant,7835,831,4447288.6,2546990.88,1973287.31,1954944.56,3351,3093853.6,2148420.91,1681449.18,1681449.18,4484,13.0,8.0,10.0,12.0,19.0,28.0,10.0,18.0,34.0,55.0,68.0,32.0,10.0,37.0,3.0,4.0,1.39
536854957,Licensed Clinical Social Worker,355,133,58536.66,30152.76,23380.33,22873.21,47,4285.0,4028.27,3947.68,3947.68,308,2.17,1.76,11.0,10.0,14.0,14.0,14.0,26.0,19.0,47.0,56.0,17.0,1.52,38.0,0.83,0.81,1.09
938576189,Diagnostic Radiology,146,86,38121.0,14977.84,11205.3,10842.92,0,0.0,0.0,0.0,0.0,146,0.0,0.51,22.0,0.44,0.8,1.05,0.62,48.0,28.0,31.0,60.0,15.0,0.33,34.0,0.27,0.25,1.1
688277173,Nurse Practitioner,804,79,130248.0,43153.41,32642.17,33506.83,0,0.0,0.0,0.0,0.0,804,1.1,1.26,23.0,0.79,1.71,2.15,22.0,53.0,30.0,61.0,57.0,15.0,0.63,20.0,75.0,0.53,1.37
713353592,Hematology/Oncology,1699,435,278291.7,129330.73,94181.56,110480.98,0,0.0,0.0,0.0,0.0,1699,25.0,75.0,17.0,11.0,44.0,54.0,24.0,69.0,44.0,55.0,75.0,57.0,17.0,42.0,41.0,10.0,2.69
183969057,Family Practice,834,375,30139.63,28292.72,27726.51,27662.82,417,17640.81,17590.66,17237.82,17237.82,417,12.0,7.0,5.0,11.0,7.0,13.0,5.0,10.0,13.0,46.0,49.0,22.0,8.0,33.0,1.87,5.0,0.86
662558704,Emergency Medicine,1688,637,633090.0,178571.81,132199.37,125889.97,0,0.0,0.0,0.0,0.0,1688,13.0,9.0,15.0,12.0,15.0,22.0,17.0,26.0,22.0,59.0,70.0,28.0,14.0,44.0,4.0,4.0,1.31
270587483,Thoracic Surgery,46,45,12200.0,2373.46,772.32,744.55,0,0.0,0.0,0.0,0.0,46,0.25,0.21,0.25,0.2,29.0,0.47,0.28,38.0,29.0,53.0,64.0,47.0,0.16,42.0,0.11,0.11,1.65
571140030,Diagnostic Radiology,8038,1385,1086799.0,470285.74,341498.07,315848.41,90,28296.0,23381.12,18314.61,18314.61,7948,10.0,5.0,8.0,13.0,10.0,16.0,8.0,13.0,17.0,53.0,57.0,23.0,9.0,37.0,1.0,3.0,0.95
400005237,Anesthesiology,630,238,269954.0,111736.81,85488.62,86282.87,0,0.0,0.0,0.0,0.0,630,38.0,31.0,28.0,12.0,70.0,75.0,35.0,43.0,50.0,69.0,75.0,57.0,17.0,40.0,10.0,32.0,3.46
977537225,Nurse Practitioner,180,68,60862.0,20410.91,15572.95,15399.44,0,0.0,0.0,0.0,0.0,180,24.0,28.0,31.0,16.0,57.0,71.0,32.0,56.0,57.0,74.0,75.0,51.0,0.36,53.0,21.0,0.28,3.62
827208897,Centralized Flu,757,449,193305.0,86341.23,65594.24,62597.11,0,0.0,0.0,0.0,0.0,757,20.0,26.0,18.0,12.0,24.0,37.0,17.0,41.0,34.0,63.0,74.0,42.0,11.0,45.0,15.0,21.0,1.7
152189410,Cardiac Surgery,435,427,220051.0,84886.24,65230.48,65061.67,0,0.0,0.0,0.0,0.0,435,30.0,29.0,29.0,17.0,46.0,49.0,34.0,48.0,48.0,75.0,75.0,56.0,13.0,45.0,17.0,15.0,2.36
600938959,Podiatry,116,58,3284.56,2623.85,2571.43,2639.16,58,1213.56,1213.56,1189.16,1189.16,58,0.56,0.41,0.54,0.51,0.67,22.0,0.6,21.0,1.19,33.0,53.0,21.0,0.41,36.0,0.18,0.2,1.27
891569543,Centralized Flu,1949,496,312011.0,113047.51,80856.47,80047.03,62,1860.0,8.82,6.61,6.61,1887,13.0,11.0,14.0,7.0,22.0,31.0,14.0,31.0,43.0,65.0,74.0,36.0,12.0,44.0,8.0,6.0,1.54
956668190,Cardiology,1402,238,285138.0,106048.01,77134.29,87043.39,0,0.0,0.0,0.0,0.0,1402,21.0,67.0,11.0,16.0,43.0,51.0,23.0,47.0,31.0,47.0,75.0,46.0,17.0,54.0,15.0,14.0,2.05
980394300,Family Practice,1492,1366,886945.3,123363.71,96885.81,97781.43,0,0.0,0.0,0.0,0.0,1492,12.0,8.0,17.0,12.0,15.0,22.0,17.0,28.0,36.0,68.0,72.0,30.0,10.0,43.0,4.0,5.0,1.29
611100131,Pulmonary Disease,353,158,240517.0,80216.0,60833.59,60128.08,0,0.0,0.0,0.0,0.0,353,18.0,28.0,22.0,11.0,34.0,43.0,20.0,50.0,36.0,48.0,72.0,39.0,10.0,30.0,22.0,30.0,2.24
900595791,Internal Medicine,387,167,120197.0,30684.54,22381.12,22230.15,0,0.0,0.0,0.0,0.0,387,13.0,0.97,20.0,7.0,18.0,33.0,15.0,43.0,35.0,53.0,65.0,34.0,7.0,72.0,0.53,7.0,1.44
779991431,Nurse Practitioner,44,43,21100.0,5267.41,4052.12,4499.98,0,0.0,0.0,0.0,0.0,44,0.26,0.28,0.28,0.19,0.4,0.51,0.32,0.58,0.48,47.0,72.0,33.0,0.15,51.0,0.16,0.12,1.38
567999832,Geriatric Psychiatry,3275,2348,405593.0,186252.57,138745.7,137198.29,0,0.0,0.0,0.0,0.0,3275,34.0,22.0,23.0,13.0,55.0,57.0,26.0,36.0,45.0,75.0,75.0,67.0,11.0,42.0,8.0,15.0,2.18
478437210,Nurse Practitioner,7662,414,332170.22,156752.26,115391.1,115369.21,5509,6034.4,2271.17,2166.49,2166.49,2153,14.0,24.0,15.0,8.0,21.0,27.0,18.0,34.0,33.0,32.0,57.0,26.0,6.0,46.0,8.0,6.0,1.44
678511655,Psychiatry,876,749,262275.0,124489.65,95434.39,96082.46,0,0.0,0.0,0.0,0.0,876,24.0,31.0,29.0,13.0,44.0,53.0,27.0,49.0,42.0,63.0,75.0,54.0,11.0,45.0,17.0,14.0,2.54
693395807,Licensed Clinical Social Worker,2388,1758,332390.0,277621.24,216290.33,204687.14,0,0.0,0.0,0.0,0.0,2388,23.0,75.0,14.0,8.0,47.0,44.0,23.0,65.0,36.0,39.0,75.0,42.0,15.0,44.0,33.0,13.0,2.16
566887316,Anesthesiology,2656,64,120110.0,70667.53,53492.93,52447.89,0,0.0,0.0,0.0,0.0,2656,1.66,1.87,1.63,1.26,2.53,3.21,1.91,30.0,19.0,56.0,64.0,3.64,0.97,70.0,0.0,0.78,1.06
371148045,Diagnostic Radiology,531,59,31190.0,20346.62,14851.01,15267.4,0,0.0,0.0,0.0,0.0,531,0.78,0.86,22.0,0.57,1.19,1.5,0.91,24.0,22.0,51.0,56.0,27.0,0.45,59.0,0.48,0.36,1.07
498378348,Psychiatry,879,246,346426.0,148653.8,110570.4,111760.27,0,0.0,0.0,0.0,0.0,879,12.0,62.0,7.0,11.0,12.0,20.0,6.0,47.0,17.0,45.0,53.0,30.0,9.0,32.0,8.0,6.0,1.38
412772418,Nurse Practitioner,423,382,611369.0,45185.47,35740.29,36000.27,0,0.0,0.0,0.0,0.0,423,15.0,11.0,21.0,13.0,24.0,36.0,19.0,39.0,38.0,64.0,75.0,35.0,10.0,43.0,8.0,4.0,1.9
166040416,Anesthesiology,5793,904,1018729.0,434439.48,334836.28,333720.27,644,117864.0,67704.39,62424.1,62424.1,5149,10.0,8.0,5.0,16.0,11.0,21.0,4.0,16.0,19.0,36.0,51.0,30.0,6.0,34.0,2.0,4.0,1.1
300576567,Physical Therapist,987,446,146547.0,69874.88,52993.02,62179.8,0,0.0,0.0,0.0,0.0,987,26.0,28.0,34.0,14.0,43.0,57.0,43.0,50.0,41.0,75.0,75.0,53.0,10.0,49.0,12.0,16.0,2.05
724165733,Diagnostic Radiology,262,113,87303.0,35239.11,27627.29,26702.39,0,0.0,0.0,0.0,0.0,262,32.0,37.0,21.0,25.0,53.0,75.0,35.0,42.0,35.0,57.0,75.0,55.0,12.0,33.0,19.0,17.0,2.93
137509463,Anesthesiology,6894,1836,562203.0,360760.8,268040.0,268335.78,885,40615.0,29129.41,28414.86,28414.86,6009,8.0,5.0,8.0,12.0,9.0,12.0,9.0,15.0,23.0,51.0,54.0,25.0,10.0,29.0,3.0,5.0,0.98
999243534,Centralized Flu,139,136,68665.0,20107.03,15407.22,14926.79,0,0.0,0.0,0.0,0.0,139,26.0,26.0,27.0,19.0,55.0,65.0,33.0,51.0,43.0,66.0,75.0,60.0,21.0,48.0,18.0,10.0,3.11
298494436,Emergency Medicine,493,31,48580.69,19225.25,14910.22,14156.48,0,0.0,0.0,0.0,0.0,493,0.39,0.38,0.38,0.33,39.0,75.0,0.44,42.0,42.0,52.0,75.0,42.0,0.24,0.98,0.2,0.18,3.95
618328079,Internal Medicine,435,421,65069.0,56784.54,36455.95,36125.67,0,0.0,0.0,0.0,0.0,435,5.0,5.0,12.0,6.0,5.0,18.0,13.0,26.0,28.0,48.0,57.0,17.0,4.0,29.0,3.0,4.0,1.02
365104213,Anesthesiology,324,65,33921.0,9772.09,7232.01,6815.42,0,0.0,0.0,0.0,0.0,324,0.32,0.0,29.0,0.27,0.46,20.0,0.35,57.0,62.0,68.0,75.0,25.0,0.2,37.0,0.13,0.14,1.64
425003488,Psychiatry,435,34,14696.0,11504.07,8846.92,8470.19,0,0.0,0.0,0.0,0.0,435,0.36,0.35,0.34,0.28,0.52,0.68,0.0,35.0,0.67,1.23,41.0,0.78,0.21,62.0,0.0,0.0,1.01
200698225,Internal Medicine,724,586,412655.0,104065.33,78958.38,79647.86,0,0.0,0.0,0.0,0.0,724,24.0,25.0,20.0,13.0,33.0,42.0,23.0,45.0,32.0,63.0,73.0,43.0,12.0,43.0,16.0,13.0,1.94
595734868,Physical Therapist,203,34,24394.0,10555.99,8275.57,9650.66,0,0.0,0.0,0.0,0.0,203,50.0,38.0,0.48,0.28,41.0,53.0,0.56,53.0,47.0,65.0,75.0,50.0,0.24,44.0,0.35,59.0,2.39
325186592,Anesthesiology,110,72,86779.0,17121.87,13134.02,14262.21,0,0.0,0.0,0.0,0.0,110,0.5,0.56,0.54,17.0,0.79,0.99,15.0,1.15,15.0,51.0,46.0,25.0,0.29,38.0,0.0,0.24,0.82
375695635,Neurology,559,481,467144.0,112536.39,86326.12,62886.99,0,0.0,0.0,0.0,0.0,559,14.0,21.0,17.0,10.0,25.0,36.0,21.0,35.0,34.0,40.0,67.0,33.0,12.0,36.0,14.0,8.0,1.77
511426630,Psychiatry,1936,164,46803.0,36554.7,26833.7,25909.96,0,0.0,0.0,0.0,0.0,1936,9.0,1.34,7.0,11.0,10.0,20.0,14.0,15.0,23.0,62.0,62.0,21.0,0.82,30.0,0.7,0.61,0.87
413858941,Orthopedic Surgery,141756,4176,12273590.23,2817566.88,2205801.94,2067988.1,0,0.0,0.0,0.0,0.0,141756,30.0,35.0,22.0,18.0,42.0,50.0,29.0,46.0,33.0,65.0,75.0,54.0,16.0,52.0,18.0,18.0,2.08
802027265,Physician Assistant,457,54,24790.0,15911.63,11387.9,11211.06,0,0.0,0.0,0.0,0.0,457,0.6,0.0,0.6,0.47,0.9,1.16,0.69,1.25,1.13,52.0,44.0,1.32,0.36,30.0,0.0,0.0,0.93
393522796,Mass Immunization Roster Biller,413,142,148192.0,40200.8,30739.4,29680.69,0,0.0,0.0,0.0,0.0,413,12.0,0.91,21.0,75.0,14.0,27.0,30.0,24.0,14.0,42.0,63.0,28.0,10.0,28.0,0.48,0.46,2.4
439160288,Pathology,124,35,28170.0,11442.88,8638.58,8335.39,0,0.0,0.0,0.0,0.0,124,0.35,0.34,34.0,0.29,34.0,51.0,34.0,57.0,51.0,51.0,75.0,54.0,0.21,0.87,0.18,0.16,2.43
786642291,Cardiology,1727,71,98585.0,47980.98,36607.78,35450.46,0,0.0,0.0,0.0,0.0,1727,1.09,1.16,1.06,0.86,1.63,25.0,1.24,23.0,25.0,65.0,68.0,25.0,0.65,58.0,0.0,0.5,1.12
468859611,Internal Medicine,341,25,33393.0,21978.4,16446.99,16135.7,0,0.0,0.0,0.0,0.0,341,0.64,0.0,0.63,0.0,0.97,1.23,0.74,75.0,1.19,2.13,2.5,1.39,0.0,1.52,0.38,0.0,0.96
472153153,Internal Medicine,353,233,267382.0,39047.61,30297.89,31314.46,0,0.0,0.0,0.0,0.0,353,20.0,27.0,30.0,11.0,28.0,45.0,38.0,45.0,49.0,64.0,75.0,48.0,7.0,41.0,15.0,18.0,2.13
530647200,Occupational therapist,346,318,312611.0,47174.24,36543.17,36264.03,0,0.0,0.0,0.0,0.0,346,23.0,12.0,19.0,29.0,28.0,38.0,26.0,38.0,31.0,66.0,75.0,40.0,9.0,49.0,6.0,6.0,1.53
635618127,Clinical Psychologist,191,113,59075.0,14114.91,10736.54,10313.45,0,0.0,0.0,0.0,0.0,191,0.52,0.42,11.0,10.0,11.0,14.0,0.57,24.0,29.0,48.0,62.0,31.0,0.32,35.0,0.22,0.23,1.12
437425482,Nurse Practitioner,354,159,143466.0,42312.2,32632.89,31569.62,0,0.0,0.0,0.0,0.0,354,25.0,31.0,33.0,18.0,53.0,69.0,41.0,55.0,45.0,58.0,75.0,64.0,22.0,59.0,15.0,7.0,3.07
577312055,Licensed Clinical Social Worker,1425,1078,185327.0,50323.01,38320.93,37166.64,0,0.0,0.0,0.0,0.0,1425,34.0,14.0,20.0,19.0,49.0,49.0,20.0,35.0,39.0,61.0,75.0,64.0,11.0,41.0,7.0,15.0,2.16
894809277,Neurology,7716,1290,836095.0,189405.8,144904.86,134178.18,6205,21565.0,5332.04,4180.33,4180.33,1511,15.0,10.0,14.0,30.0,24.0,40.0,16.0,30.0,30.0,52.0,71.0,37.0,11.0,35.0,5.0,8.0,1.95
369013340,Psychiatry,1076,352,382875.0,115886.77,87935.53,83792.37,0,0.0,0.0,0.0,0.0,1076,22.0,14.0,23.0,14.0,33.0,36.0,28.0,32.0,44.0,75.0,75.0,61.0,6.0,37.0,9.0,11.0,1.83
589311216,Oral Surgery (dentists only),328,14,17120.0,10265.62,7762.24,7744.4,0,0.0,0.0,0.0,0.0,328,0.28,0.31,0.28,0.21,0.43,0.54,0.33,0.61,0.52,0.92,1.09,0.61,0.16,0.66,0.18,0.0,1.76
945285175,Anesthesiology,1816,291,230232.0,69237.02,51267.2,55540.09,0,0.0,0.0,0.0,0.0,1816,9.0,9.0,10.0,15.0,11.0,16.0,10.0,16.0,19.0,51.0,62.0,20.0,9.0,41.0,4.0,1.22,1.0
799829807,Optometry,6706,758,2459344.0,1205773.0,925838.92,910023.74,1813,1018720.0,802654.27,628924.21,628924.21,4893,17.0,11.0,9.0,11.0,20.0,32.0,10.0,17.0,40.0,60.0,71.0,36.0,12.0,34.0,3.0,5.0,1.43
944163101,Dermatology,4851,2835,422869.0,147696.31,109902.12,106995.76,0,0.0,0.0,0.0,0.0,4851,17.0,20.0,18.0,19.0,28.0,36.0,23.0,35.0,33.0,57.0,72.0,39.0,14.0,43.0,12.0,7.0,1.61
851773097,Urology,416,283,370233.0,62296.79,47943.77,46357.2,0,0.0,0.0,0.0,0.0,416,13.0,7.0,14.0,19.0,20.0,31.0,17.0,25.0,26.0,48.0,64.0,32.0,12.0,39.0,4.0,6.0,1.44
153066970,Anesthesiology,259,166,265476.0,60326.45,45954.72,45642.08,0,0.0,0.0,0.0,0.0,259,17.0,8.0,26.0,52.0,25.0,30.0,37.0,26.0,37.0,67.0,73.0,46.0,12.0,43.0,0.7,0.6,2.1
130903776,Physician Assistant,125,56,20250.0,5346.82,3902.34,4579.12,0,0.0,0.0,0.0,0.0,125,0.0,0.35,27.0,0.0,0.49,0.62,0.39,55.0,25.0,27.0,52.0,0.69,0.19,0.74,75.0,0.15,1.29
298545667,Nurse Practitioner,1039,69,87638.0,32909.52,24670.96,23969.77,0,0.0,0.0,0.0,0.0,1039,0.77,0.79,0.76,0.61,1.15,1.49,0.88,23.0,22.0,52.0,52.0,17.0,0.46,55.0,0.0,0.0,0.98
160421717,Cardiology,33,22,4654.0,1666.23,1346.82,1313.83,0,0.0,0.0,0.0,0.0,33,0.0,0.09,0.1,0.08,0.15,0.19,0.11,0.19,0.19,0.35,0.41,0.22,0.06,0.25,0.04,0.05,1.12
693195156,Endocrinology,338,35,758752.27,430890.35,318494.89,327597.79,0,0.0,0.0,0.0,0.0,338,0.38,0.42,0.39,0.28,0.58,0.74,0.45,0.83,0.71,40.0,69.0,34.0,0.22,57.0,0.23,0.0,2.04
215428081,Nurse Practitioner,548,59,39435.0,17759.46,12035.05,11407.06,0,0.0,0.0,0.0,0.0,548,0.62,0.59,20.0,0.5,0.9,19.0,0.69,42.0,19.0,44.0,46.0,1.37,0.38,32.0,0.31,0.28,1.02
380705940,Nurse Practitioner,484,102,134042.0,47995.95,36557.71,38757.53,0,0.0,0.0,0.0,0.0,484,1.48,12.0,21.0,16.0,37.0,54.0,23.0,33.0,39.0,55.0,75.0,36.0,11.0,38.0,1.03,0.72,2.34
673654314,Psychiatry,275,115,64386.54,19337.0,15159.9,14617.58,0,0.0,0.0,0.0,0.0,275,30.0,10.0,12.0,11.0,38.0,28.0,16.0,23.0,22.0,70.0,75.0,45.0,0.39,41.0,0.29,0.29,1.22
472525053,Chiropractic,1112,319,340400.0,100797.56,77671.06,75197.9,53,5720.0,3113.58,3049.22,3049.22,1059,25.0,22.0,38.0,19.0,53.0,54.0,57.0,42.0,47.0,64.0,75.0,64.0,11.0,39.0,14.0,13.0,2.47
750776631,Ambulance Service Supplier,1464,306,282037.0,119153.35,88784.65,88643.63,221,24337.0,12293.65,11419.7,11419.7,1243,7.0,9.0,11.0,7.0,13.0,23.0,6.0,27.0,36.0,48.0,63.0,20.0,5.0,27.0,10.0,2.39,1.22
286071990,Physician Assistant,1073,68,79957.0,30467.78,22976.67,21865.98,0,0.0,0.0,0.0,0.0,1073,0.68,0.66,0.66,0.56,1.0,1.3,0.75,24.0,31.0,60.0,62.0,34.0,16.0,72.0,0.34,0.31,1.07
724408405,Internal Medicine,434,400,157518.0,82428.41,61499.28,61223.43,0,0.0,0.0,0.0,0.0,434,28.0,28.0,26.0,16.0,41.0,41.0,32.0,41.0,34.0,57.0,75.0,40.0,13.0,48.0,8.0,16.0,1.86
622977342,Physical Therapist,711,151,53451.0,15181.18,11492.92,9708.07,0,0.0,0.0,0.0,0.0,711,0.5,0.29,25.0,0.49,13.0,25.0,17.0,62.0,26.0,42.0,58.0,27.0,14.0,64.0,7.0,0.2,1.79
541577469,Family Practice,1036,995,623850.0,84930.9,69385.43,70237.31,0,0.0,0.0,0.0,0.0,1036,11.0,3.0,9.0,13.0,9.0,15.0,8.0,18.0,19.0,63.0,67.0,26.0,10.0,38.0,1.0,3.0,0.93
804103563,Internal Medicine,237,18,18854.0,12717.06,8991.74,8930.17,0,0.0,0.0,0.0,0.0,237,0.0,0.0,0.43,0.32,0.65,0.83,0.0,0.92,0.8,1.42,1.67,0.93,0.0,1.03,61.0,0.0,1.12
833799341,Internal Medicine,2069,667,439359.0,157536.53,116064.83,111746.76,0,0.0,0.0,0.0,0.0,2069,31.0,17.0,18.0,12.0,42.0,38.0,28.0,30.0,39.0,61.0,75.0,57.0,10.0,36.0,9.0,9.0,1.92
425620360,Obstetrics/Gynecology,2629,362,276592.0,222447.17,166905.28,163647.69,81,1480.0,1119.64,1068.89,1068.89,2548,17.0,12.0,10.0,10.0,36.0,20.0,7.0,14.0,22.0,46.0,56.0,31.0,6.0,30.0,4.33,7.0,1.31
945003027,Audiologist (billing independently),825,65,172144.23,63668.43,45389.2,47416.06,29,2179.02,1183.19,1152.65,1152.65,796,2.21,2.45,2.26,1.63,3.3,4.29,2.62,32.0,4.21,22.0,32.0,4.79,1.33,54.0,1.39,1.01,0.99
501724778,Licensed Clinical Social Worker,4270,2483,460428.0,178540.16,129065.65,127474.23,0,0.0,0.0,0.0,0.0,4270,29.0,16.0,22.0,17.0,36.0,35.0,29.0,29.0,35.0,66.0,75.0,58.0,15.0,38.0,6.0,14.0,1.78
518584963,Diagnostic Radiology,1268,767,403539.0,133958.0,99180.22,100913.59,0,0.0,0.0,0.0,0.0,1268,18.0,24.0,22.0,13.0,32.0,37.0,28.0,41.0,33.0,60.0,75.0,42.0,14.0,47.0,13.0,10.0,1.85
949851804,Anesthesiology,1049,356,934633.0,178500.87,138190.14,147053.43,0,0.0,0.0,0.0,0.0,1049,15.0,16.0,21.0,10.0,44.0,56.0,29.0,35.0,57.0,58.0,75.0,54.0,6.0,44.0,6.0,13.0,3.42
789080571,Certified Clinical Nurse Specialist,1729,291,359138.0,131625.24,97089.16,91615.96,289,12649.0,6371.96,4902.27,4902.27,1440,13.0,10.0,12.0,11.0,19.0,24.0,13.0,29.0,29.0,63.0,70.0,32.0,12.0,75.0,4.0,1.46,1.4
105144787,Clinical Psychologist,3953,2289,1277797.0,345287.59,256636.41,238013.55,0,0.0,0.0,0.0,0.0,3953,9.0,5.0,14.0,12.0,11.0,14.0,11.0,30.0,24.0,49.0,54.0,21.0,6.0,33.0,5.0,3.0,1.02
401273002,Obstetrics/Gynecology,97,24,5559.0,2365.72,2318.4,1850.87,0,0.0,0.0,0.0,0.0,97,0.05,0.0,0.04,0.07,0.05,0.09,0.04,0.03,75.0,63.0,75.0,0.13,0.04,0.15,0.0,0.0,1.55
420990655,Endocrinology,513,205,1635218.0,370950.32,290166.52,294716.75,0,0.0,0.0,0.0,0.0,513,40.0,10.0,22.0,19.0,75.0,60.0,35.0,32.0,48.0,75.0,75.0,75.0,10.0,37.0,3.75,11.0,2.01
907384605,Mass Immunization Roster Biller,13301,943,608403.71,324786.01,239925.36,234011.95,0,0.0,0.0,0.0,0.0,13301,12.0,10.0,19.0,8.0,13.0,22.0,18.0,25.0,27.0,55.0,65.0,27.0,8.0,44.0,3.0,5.0,1.17
843586102,Physician Assistant,14,14,3525.0,1505.59,764.33,897.68,0,0.0,0.0,0.0,0.0,14,0.12,0.13,0.13,0.09,0.19,0.24,0.15,0.27,0.23,0.41,0.48,0.27,0.07,0.3,0.07,0.06,1.51
503189594,Internal Medicine,1066,466,253910.0,103885.48,80958.64,80599.63,0,0.0,0.0,0.0,0.0,1066,22.0,28.0,41.0,16.0,42.0,55.0,50.0,50.0,46.0,69.0,75.0,56.0,10.0,42.0,19.0,13.0,2.59
658950972,Chiropractic,224,110,4877.88,4830.68,4734.06,5497.73,112,2823.65,2776.45,2720.63,2720.63,112,1.23,0.97,13.0,1.09,1.49,15.0,1.33,32.0,23.0,47.0,51.0,22.0,0.9,26.0,0.45,0.44,0.87
